id,year,pctile,quintile
2806.1,26,39,2
2806.1,27,38,2
2806.1,28,49,3
2806.1,29,60,4
2806.1,30,19,1
2806.1,31,20,1
2806.1,32,18,1
2806.1,33,3,1
2806.4,0,21,2
2806.4,1,26,2
2806.4,2,17,1
2806.4,3,10,1
2806.4,4,43,3
2806.4,5,14,1
2806.4,6,23,2
2806.4,7,27,2
2806.4,8,37,2
2806.4,9,34,2
2806.4,10,9,1
2806.4,11,28,2
2806.4,12,37,2
2806.4,13,32,2
2806.4,14,52,3
2806.4,15,37,2
2806.4,16,40,3
2806.4,17,56,3
2806.4,18,55,3
2806.4,20,74,4
2806.4,22,52,3
2806.4,24,53,3
2806.4,26,53,3
2806.4,28,53,3
2806.4,30,73,4
2806.4,32,49,3
2807.1,0,62,4
2807.1,1,54,3
2807.1,2,80,4
2807.1,3,26,2
2807.1,4,14,1
2807.1,5,42,3
2807.1,6,57,3
2807.1,7,55,3
2807.1,8,97,5
2807.1,9,64,4
2807.1,10,88,5
2807.1,11,75,4
2807.1,12,84,5
2807.1,13,90,5
2807.1,14,95,5
2807.1,15,60,3
2807.1,16,0,1
2807.1,17,1,1
2807.1,18,0,1
2807.1,19,56,3
2807.1,20,17,1
2807.1,21,59,3
2807.1,22,45,3
2807.1,23,52,3
2807.1,24,21,2
2807.1,25,36,2
2807.1,26,35,2
2807.1,27,14,1
2807.1,28,46,3
2807.1,29,41,3
2807.1,30,32,2
2807.1,31,38,2
2807.1,33,60,4
2807.2,0,60,4
2807.2,1,17,1
2807.2,2,48,3
2807.2,4,24,2
2807.2,6,21,2
2807.2,8,15,1
2807.2,10,9,1
2807.2,12,70,4
2807.2,14,40,2
2807.2,16,15,1
2807.3,0,31,2
2807.3,1,18,1
2807.3,2,47,3
2807.3,3,0,1
2807.3,4,20,2
2807.3,5,28,2
2807.3,6,29,2
2807.3,7,99,5
2807.3,8,18,1
2807.3,9,11,1
2807.3,10,58,3
2807.3,11,51,3
2807.3,12,37,2
2807.3,13,7,1
2807.3,14,6,1
2807.3,16,61,4
2807.3,18,82,5
2807.3,20,69,4
2807.3,22,73,4
2807.3,24,75,4
2807.3,26,64,4
2807.3,28,60,4
2807.3,30,65,4
2807.4,0,53,3
2807.4,1,55,3
2807.4,2,53,3
2807.4,3,56,3
2807.4,4,58,3
2807.4,5,67,4
2807.4,6,72,4
2807.4,7,73,4
2807.4,8,68,4
2807.4,9,74,4
2807.4,10,73,4
2807.4,11,72,4
2807.4,13,75,4
2807.4,15,69,4
2807.4,17,68,4
2807.4,19,88,5
2807.4,21,93,5
2807.4,23,88,5
2807.4,25,90,5
2808.1,0,79,4
2808.1,1,76,4
2808.1,2,73,4
2808.1,3,76,4
2808.1,4,78,4
2808.1,5,75,4
2808.1,6,75,4
2808.1,7,77,4
2808.1,8,74,4
2808.1,9,79,4
2808.1,10,76,4
2808.1,11,77,4
2808.1,12,74,4
2808.1,13,75,4
2808.1,14,77,4
2808.1,15,77,4
2808.1,16,78,4
2808.1,17,77,4
2808.1,18,77,4
2808.1,19,47,3
2808.1,20,55,3
2808.1,21,37,2
2808.1,22,57,3
2808.1,23,38,2
2808.1,24,38,2
2808.1,25,72,4
2808.1,26,40,3
2808.1,27,52,3
2808.1,28,40,2
2808.1,29,55,3
2808.1,30,100,5
2808.1,31,31,2
2808.1,32,41,3
2808.1,33,33,2
2808.1,34,41,3
2808.1,35,39,2
2808.1,37,37,2
2808.1,39,32,2
2808.1,41,36,2
2808.1,43,47,3
2809.1,0,50,3
2809.1,1,50,3
2809.1,2,39,2
2809.1,3,36,2
2809.1,4,36,2
2809.1,5,42,3
2809.1,6,32,2
2809.1,7,20,2
2809.1,8,22,2
2809.1,9,20,2
2809.1,10,1,1
2812.1,0,41,3
2812.1,1,18,1
2812.1,2,24,2
2812.1,3,19,1
2812.1,4,29,2
2812.1,5,18,1
2812.1,6,25,2
2812.1,7,22,2
2812.1,8,7,1
2812.1,9,7,1
2812.1,10,8,1
2812.1,11,9,1
2812.1,12,8,1
2812.1,13,10,1
2812.1,14,10,1
2812.1,15,10,1
2812.1,16,10,1
2812.1,17,11,1
2812.1,18,14,1
2812.1,19,13,1
2812.1,20,2,1
2812.1,21,12,1
2812.1,22,13,1
2812.1,23,12,1
2812.1,24,12,1
2812.1,25,13,1
2815.1,0,55,3
2815.1,1,88,5
2815.1,2,51,3
2815.1,3,73,4
2815.1,4,65,4
2815.1,5,67,4
2815.1,6,52,3
2815.1,7,50,3
2815.1,8,69,4
2815.1,9,51,3
2815.1,10,52,3
2815.1,11,45,3
2815.1,12,68,4
2815.1,13,74,4
2815.1,14,75,4
2815.1,15,72,4
2815.1,16,65,4
2815.1,17,76,4
2815.1,18,83,5
2815.1,19,81,5
2815.1,20,85,5
2815.1,21,93,5
2815.1,22,86,5
2816.1,0,87,5
2816.1,1,76,4
2816.1,2,98,5
2816.1,3,99,5
2816.1,4,97,5
2816.1,5,97,5
2816.1,6,95,5
2816.1,7,96,5
2816.1,8,93,5
2816.1,9,91,5
2816.1,10,90,5
2816.1,11,89,5
2816.1,12,93,5
2816.1,13,79,4
2816.1,14,64,4
2816.1,15,68,4
2816.1,16,94,5
2816.1,17,81,5
2816.1,18,53,3
2816.1,19,79,4
2816.1,20,33,2
2816.1,21,49,3
2816.1,22,54,3
2816.1,23,50,3
2816.1,24,47,3
2816.1,25,51,3
2816.1,26,54,3
2816.1,27,38,2
2816.1,28,60,4
2816.1,29,62,4
2816.1,31,47,3
2816.1,32,80,4
2816.1,33,81,5
2816.1,34,21,2
2816.1,35,43,3
2816.1,37,48,3
2816.1,41,42,3
2816.3,0,62,4
2816.3,1,77,4
2816.3,2,74,4
2816.3,3,66,4
2816.3,4,69,4
2816.3,5,68,4
2816.3,6,70,4
2816.3,7,70,4
2816.3,8,49,3
2816.3,9,61,4
2816.3,10,71,4
2816.3,11,67,4
2816.3,12,64,4
2816.3,13,67,4
2816.3,14,65,4
2816.3,15,73,4
2816.3,16,73,4
2816.3,17,80,5
2816.3,18,87,5
2816.3,19,89,5
2816.3,20,90,5
2816.3,21,81,5
2816.3,22,85,5
2816.3,23,86,5
2816.3,24,85,5
2816.3,26,60,4
2816.3,28,77,4
2816.3,30,61,4
2816.3,32,64,4
2816.3,34,71,4
2816.3,36,64,4
2816.3,38,76,4
2816.171,0,64,4
2816.171,1,56,3
2816.171,2,49,3
2816.171,3,47,3
2816.171,4,46,3
2816.171,5,50,3
2816.171,6,49,3
2816.171,7,54,3
2816.171,8,51,3
2816.171,9,61,4
2816.171,10,65,4
2816.171,11,68,4
2816.171,12,70,4
2816.171,13,67,4
2816.171,14,70,4
2816.171,15,75,4
2816.171,16,77,4
2816.171,18,71,4
2816.171,20,80,5
2816.171,22,91,5
2816.171,24,45,3
2818.1,0,96,5
2818.1,1,96,5
2818.1,2,91,5
2818.1,3,95,5
2818.1,4,95,5
2818.1,5,88,5
2818.1,6,94,5
2818.1,7,96,5
2818.1,8,76,4
2818.1,9,66,4
2818.1,10,64,4
2818.1,11,68,4
2818.1,12,66,4
2818.1,13,72,4
2818.1,14,44,3
2818.1,15,37,2
2818.1,16,36,2
2818.1,17,45,3
2818.1,18,45,3
2818.1,19,40,2
2818.1,20,44,3
2818.1,21,37,2
2818.1,22,15,1
2818.1,23,45,3
2818.1,24,44,3
2818.1,25,24,2
2818.1,26,17,1
2818.1,27,38,2
2818.1,28,17,1
2818.3,0,51,3
2818.3,1,92,5
2818.3,2,96,5
2818.3,3,95,5
2818.3,4,95,5
2818.3,5,95,5
2818.3,6,96,5
2818.3,7,95,5
2818.3,8,95,5
2818.3,9,90,5
2818.3,10,95,5
2818.3,11,92,5
2818.3,12,94,5
2818.3,13,94,5
2818.3,14,95,5
2818.3,15,95,5
2818.3,16,95,5
2818.3,17,96,5
2818.3,18,96,5
2818.3,19,97,5
2818.3,20,97,5
2818.3,21,98,5
2818.3,22,98,5
2818.3,23,98,5
2818.3,24,98,5
2818.3,25,98,5
2818.3,26,98,5
2818.3,27,99,5
2818.3,28,99,5
2818.3,30,99,5
2818.3,32,99,5
2818.3,34,94,5
2818.3,36,97,5
2818.3,38,95,5
2818.3,40,99,5
2818.3,42,99,5
2818.4,0,82,5
2818.4,1,90,5
2818.4,2,90,5
2818.4,3,88,5
2818.4,4,92,5
2818.4,5,93,5
2818.4,6,89,5
2818.4,7,64,4
2818.4,8,62,4
2818.4,9,61,4
2818.4,10,64,4
2818.4,11,67,4
2818.4,12,91,5
2818.4,13,82,5
2818.4,14,52,3
2818.4,15,70,4
2818.4,16,96,5
2818.4,17,87,5
2818.4,18,78,4
2818.4,19,63,4
2818.4,20,97,5
2818.4,21,99,5
2818.4,22,71,4
2818.4,23,78,4
2818.4,24,71,4
2818.4,25,64,4
2818.4,26,72,4
2818.4,27,88,5
2818.4,28,71,4
2818.4,30,71,4
2818.4,32,58,3
2818.4,34,50,3
2818.4,36,58,3
2818.4,38,56,3
2818.4,40,68,4
2818.4,42,46,3
2819.2,0,87,5
2819.2,1,58,3
2819.2,2,63,4
2819.2,3,69,4
2819.2,4,70,4
2819.2,5,63,4
2819.2,6,76,4
2819.2,7,72,4
2819.2,8,59,3
2819.2,9,68,4
2819.2,10,56,3
2819.2,11,73,4
2819.2,12,64,4
2819.2,13,65,4
2819.2,14,51,3
2819.2,15,48,3
2819.2,16,67,4
2819.2,17,57,3
2819.2,18,79,4
2819.173,0,77,4
2819.173,1,80,5
2819.173,2,68,4
2819.173,3,69,4
2819.173,4,71,4
2819.173,5,62,4
2819.173,6,72,4
2819.173,7,78,4
2819.173,9,69,4
2819.173,11,75,4
2819.173,13,54,3
2819.173,15,39,2
2819.173,17,53,3
2819.173,19,42,3
2819.173,21,29,2
2821.1,0,63,4
2821.1,1,58,3
2821.1,2,71,4
2821.1,3,39,2
2821.1,4,27,2
2821.1,5,25,2
2821.1,6,22,2
2821.1,7,30,2
2821.1,8,30,2
2821.1,9,37,2
2821.1,10,28,2
2821.1,11,26,2
2821.1,12,34,2
2821.1,13,27,2
2821.1,14,26,2
2821.1,15,23,2
2821.1,16,22,2
2821.1,17,23,2
2821.1,18,21,2
2821.1,19,19,1
2822.1,0,20,1
2822.1,1,31,2
2822.1,2,27,2
2822.1,3,23,2
2822.1,4,20,2
2822.1,5,25,2
2822.1,6,41,3
2822.1,7,28,2
2822.1,8,44,3
2822.1,9,24,2
2822.1,10,15,1
2822.1,11,20,2
2822.1,12,15,1
2822.1,13,21,2
2822.1,14,38,2
2822.1,15,26,2
2822.1,16,22,2
2822.1,17,28,2
2822.1,18,32,2
2822.1,19,17,1
2822.1,20,24,2
2822.1,21,23,2
2822.1,22,23,2
2822.1,23,18,1
2822.1,24,18,1
2822.1,25,19,1
2822.1,26,21,2
2822.1,27,19,1
2822.1,28,19,1
2822.1,29,16,1
2822.1,30,2,1
2822.1,31,13,1
2822.1,32,2,1
2822.1,33,14,1
2822.1,35,15,1
2822.1,37,13,1
2822.1,39,2,1
2822.21,0,21,2
2822.21,1,55,3
2822.21,2,42,3
2822.21,3,50,3
2822.21,4,48,3
2822.21,5,55,3
2822.21,6,52,3
2822.21,7,53,3
2822.21,8,55,3
2822.21,9,47,3
2822.21,10,73,4
2822.21,11,77,4
2822.21,12,81,5
2822.21,13,68,4
2822.21,14,89,5
2822.21,15,89,5
2822.21,16,95,5
2822.21,17,95,5
2822.21,18,89,5
2822.21,19,90,5
2822.21,20,94,5
2822.21,21,96,5
2822.21,22,80,5
2822.21,23,77,4
2822.21,24,78,4
2822.21,25,93,5
2822.21,26,92,5
2822.21,27,83,5
2822.21,28,91,5
2822.21,30,78,4
2822.21,31,90,5
2822.21,32,93,5
2822.21,34,85,5
2822.21,36,87,5
2822.21,38,84,5
2822.30,0,59,3
2822.30,1,75,4
2822.30,2,74,4
2822.30,3,68,4
2822.30,4,72,4
2822.30,5,68,4
2822.30,6,70,4
2822.30,7,60,3
2822.30,8,62,4
2822.30,10,61,4
2822.30,12,65,4
2822.30,14,78,4
2822.30,16,76,4
2822.31,0,32,2
2822.31,1,27,2
2822.31,2,44,3
2822.31,3,37,2
2822.31,4,45,3
2822.31,5,42,3
2822.31,7,68,4
2822.31,9,73,4
2822.31,11,69,4
2822.31,13,73,4
2823.1,0,71,4
2823.1,1,93,5
2823.1,2,90,5
2823.1,3,97,5
2823.1,4,96,5
2823.1,5,90,5
2823.1,6,82,5
2823.1,7,23,2
2823.1,8,41,3
2823.1,9,42,3
2823.1,10,23,2
2823.1,11,48,3
2823.1,12,39,2
2823.1,13,23,2
2823.1,14,31,2
2823.1,15,35,2
2823.1,16,51,3
2823.1,17,33,2
2823.1,18,40,2
2823.1,19,27,2
2823.1,20,23,2
2823.7,0,89,5
2823.7,1,91,5
2823.7,2,87,5
2823.7,3,79,4
2823.7,4,60,4
2823.7,5,53,3
2823.7,6,58,3
2823.7,7,51,3
2823.7,8,27,2
2823.7,9,45,3
2823.7,10,82,5
2823.7,11,83,5
2823.7,12,89,5
2823.171,0,63,4
2823.171,1,59,3
2823.171,2,41,3
2823.171,3,12,1
2823.171,4,9,1
2823.171,5,19,1
2823.171,6,52,3
2823.171,7,56,3
2823.171,8,66,4
2823.171,9,43,3
2827.1,0,36,2
2827.1,1,31,2
2827.1,2,29,2
2827.1,3,23,2
2827.1,4,45,3
2827.1,5,45,3
2827.1,6,39,2
2827.1,7,15,1
2827.1,8,34,2
2827.1,9,17,1
2827.1,10,15,1
2827.1,11,7,1
2827.1,12,10,1
2827.1,13,3,1
2827.1,14,1,1
2827.3,0,33,2
2827.3,1,45,3
2827.3,2,53,3
2827.3,3,51,3
2827.3,4,34,2
2827.3,5,23,2
2827.3,15,34,2
2827.3,16,38,2
2827.3,17,28,2
2827.3,18,27,2
2827.3,19,28,2
2827.3,20,21,2
2827.3,21,15,1
2827.3,22,13,1
2827.3,23,17,1
2827.3,24,19,1
2827.3,26,21,2
2827.3,28,19,1
2827.3,30,18,1
2827.170,0,42,3
2827.170,1,39,2
2827.170,2,33,2
2827.170,3,63,4
2827.170,4,53,3
2827.170,5,57,3
2827.170,6,61,4
2827.170,7,61,4
2827.170,8,58,3
2827.170,9,77,4
2827.170,10,45,3
2827.170,11,6,1
2827.170,12,58,3
2827.170,13,42,3
2827.170,14,5,1
2827.170,15,40,3
2827.170,16,6,1
2827.170,17,68,4
2827.175,0,70,4
2827.175,1,16,1
2827.175,3,45,3
2827.175,4,41,3
2827.175,5,43,3
2827.175,6,32,2
2827.175,7,2,1
2827.175,8,47,3
2827.175,10,28,2
2827.175,12,28,2
2828.1,0,87,5
2828.1,1,52,3
2828.1,2,30,2
2828.1,3,8,1
2828.1,4,22,2
2828.1,5,59,3
2828.1,6,55,3
2828.1,7,52,3
2828.1,8,30,2
2828.1,9,36,2
2828.1,10,74,4
2828.1,11,59,3
2828.1,12,42,3
2828.1,13,89,5
2828.1,14,69,4
2828.1,15,38,2
2828.1,16,21,2
2828.1,17,72,4
2828.1,18,19,1
2828.1,19,79,4
2828.1,20,88,5
2828.1,21,50,3
2828.1,22,76,4
2828.1,23,59,3
2828.1,24,73,4
2828.1,25,73,4
2828.1,26,58,3
2828.1,27,78,4
2828.1,30,14,1
2828.1,32,58,3
2828.1,34,66,4
2828.1,36,69,4
2828.1,38,68,4
2828.1,40,77,4
2828.1,42,80,5
2828.1,44,62,4
2828.1,48,62,4
2829.2,0,27,2
2829.2,1,20,2
2829.2,2,34,2
2829.2,3,4,1
2829.2,4,6,1
2829.2,5,26,2
2829.2,6,7,1
2829.2,7,14,1
2829.2,8,10,1
2829.2,9,31,2
2829.2,11,62,4
2829.2,13,46,3
2829.2,15,29,2
2829.2,17,35,2
2829.2,19,30,2
2829.2,21,32,2
2829.2,23,55,3
2830.1,0,98,5
2830.1,1,97,5
2830.1,2,96,5
2830.1,3,97,5
2830.1,4,95,5
2830.1,5,89,5
2830.1,6,76,4
2830.1,7,85,5
2830.1,8,83,5
2830.1,9,78,4
2830.1,10,60,4
2830.1,11,60,4
2830.1,12,87,5
2830.1,13,64,4
2830.1,14,64,4
2830.1,15,70,4
2830.1,16,72,4
2830.1,17,53,3
2830.1,18,70,4
2830.1,19,66,4
2830.1,20,67,4
2830.1,21,69,4
2830.1,22,75,4
2830.1,23,71,4
2830.1,24,75,4
2830.1,25,50,3
2830.1,26,49,3
2830.1,27,68,4
2830.1,28,71,4
2830.1,29,48,3
2830.1,30,68,4
2830.1,31,84,5
2830.1,32,72,4
2830.1,33,76,4
2830.1,34,77,4
2830.1,35,72,4
2830.1,37,67,4
2830.1,39,51,3
2831.1,0,41,3
2831.1,1,47,3
2831.1,2,49,3
2831.1,3,39,2
2831.1,4,57,3
2831.1,5,56,3
2831.1,6,65,4
2831.1,7,29,2
2831.1,8,38,2
2831.1,9,61,4
2831.1,10,36,2
2831.1,11,73,4
2831.1,12,47,3
2831.1,13,43,3
2831.1,14,30,2
2831.1,15,32,2
2831.1,16,59,3
2831.1,17,96,5
2831.1,18,60,3
2831.1,19,41,3
2831.1,20,9,1
2831.1,21,29,2
2831.1,22,28,2
2831.1,23,25,2
2831.1,24,23,2
2831.1,25,27,2
2831.1,26,47,3
2831.1,27,43,3
2831.1,28,29,2
2831.1,29,38,2
2831.1,31,31,2
2831.1,32,34,2
2831.1,33,32,2
2831.1,34,21,2
2831.1,35,20,1
2831.1,37,25,2
2831.1,39,23,2
2831.1,41,24,2
2831.1,43,1,1
2831.1,45,17,1
2831.1,47,16,1
2831.3,0,74,4
2831.3,1,83,5
2831.3,2,82,5
2831.3,3,85,5
2831.3,4,65,4
2831.3,5,81,5
2831.3,6,66,4
2831.3,7,68,4
2831.3,8,63,4
2831.3,9,54,3
2831.3,10,64,4
2831.3,11,71,4
2831.3,12,59,3
2831.3,13,76,4
2831.3,14,88,5
2831.171,0,59,3
2831.171,1,54,3
2831.171,2,56,3
2831.171,3,67,4
2831.171,4,48,3
2831.171,5,39,2
2831.171,6,44,3
2831.171,7,51,3
2831.171,8,51,3
2831.171,9,47,3
2831.171,10,57,3
2831.171,11,61,4
2831.171,12,71,4
2831.171,13,68,4
2831.171,14,74,4
2831.171,16,70,4
2831.171,18,66,4
2831.171,20,63,4
2831.171,22,26,2
2831.171,24,59,3
2831.171,26,64,4
2831.171,28,44,3
2831.176,0,43,3
2831.176,1,44,3
2831.176,2,45,3
2831.176,3,44,3
2831.176,4,65,4
2831.176,5,65,4
2831.176,6,71,4
2831.176,7,65,4
2831.176,8,51,3
2831.176,9,61,4
2835.1,0,100,5
2835.1,1,100,5
2835.1,2,100,5
2835.1,3,99,5
2835.1,4,100,5
2835.1,5,99,5
2835.1,6,100,5
2835.1,7,100,5
2835.1,8,100,5
2835.1,9,99,5
2835.1,10,99,5
2835.1,11,99,5
2835.1,12,99,5
2835.1,13,99,5
2835.1,14,98,5
2835.1,15,99,5
2835.1,16,99,5
2835.1,17,100,5
2835.1,18,100,5
2835.1,19,99,5
2835.1,20,96,5
2835.1,21,95,5
2835.1,22,92,5
2835.1,23,97,5
2835.1,24,99,5
2835.1,25,91,5
2835.1,26,89,5
2835.1,27,8,1
2835.1,28,41,3
2835.1,29,98,5
2835.1,30,92,5
2835.1,31,93,5
2835.1,32,98,5
2835.1,33,97,5
2835.1,35,98,5
2835.1,37,44,3
2835.170,0,31,2
2835.170,1,66,4
2835.170,2,35,2
2835.170,3,61,4
2835.170,4,67,4
2835.170,5,69,4
2835.170,6,65,4
2835.170,7,52,3
2835.170,8,82,5
2835.170,9,79,4
2835.170,10,88,5
2835.170,11,85,5
2835.170,12,83,5
2835.170,13,39,2
2835.170,14,78,4
2835.170,15,78,4
2835.170,17,80,4
2835.170,19,78,4
2835.170,21,82,5
2835.170,23,84,5
2835.170,25,89,5
2835.170,27,90,5
2835.170,29,88,5
2836.1,0,79,4
2836.1,1,76,4
2836.1,2,66,4
2836.1,3,69,4
2836.1,4,77,4
2836.1,5,59,3
2836.1,6,87,5
2836.1,7,75,4
2836.1,8,74,4
2836.1,9,67,4
2836.1,10,81,5
2836.1,11,84,5
2836.1,12,78,4
2836.1,13,57,3
2836.1,14,61,4
2836.1,15,67,4
2836.1,16,66,4
2836.170,0,66,4
2836.170,1,57,3
2836.170,4,90,5
2836.170,5,91,5
2836.170,6,93,5
2836.170,7,94,5
2836.170,8,53,3
2836.170,9,86,5
2836.170,10,91,5
2836.170,11,72,4
2836.170,12,89,5
2836.170,13,50,3
2836.170,14,93,5
2836.170,15,91,5
2836.170,16,60,3
2836.170,17,86,5
2836.170,18,75,4
2836.170,19,25,2
2836.170,20,50,3
2836.180,0,25,2
2836.180,1,50,3
2836.180,2,60,3
2836.180,3,58,3
2836.180,5,61,4
2836.180,7,44,3
2836.180,9,21,2
2836.180,11,41,3
2836.180,13,25,2
2836.180,15,42,3
2836.180,17,43,3
2838.1,0,44,3
2838.1,1,39,2
2838.1,2,36,2
2838.1,3,40,2
2838.1,4,40,3
2838.1,5,46,3
2838.1,6,58,3
2838.1,7,66,4
2838.1,8,75,4
2838.1,9,70,4
2838.1,10,73,4
2838.1,11,76,4
2838.1,12,71,4
2838.1,13,68,4
2838.1,14,69,4
2838.1,15,83,5
2838.1,16,69,4
2838.1,17,64,4
2838.1,18,60,4
2838.1,19,61,4
2838.1,20,57,3
2838.1,21,63,4
2838.1,22,88,5
2838.1,23,60,3
2838.1,24,48,3
2838.1,25,50,3
2838.1,26,58,3
2838.1,27,62,4
2838.1,29,59,3
2838.1,31,42,3
2838.1,33,34,2
2838.1,35,36,2
2838.1,37,37,2
2838.1,39,28,2
2838.1,41,18,1
2838.172,0,23,2
2838.172,1,35,2
2838.172,2,36,2
2838.172,3,29,2
2838.172,4,29,2
2838.172,5,28,2
2838.172,6,38,2
2838.172,7,35,2
2838.172,9,55,3
2838.172,11,51,3
2838.172,13,45,3
2838.172,15,50,3
2838.173,0,49,3
2838.173,1,42,3
2838.173,2,49,3
2838.173,3,55,3
2838.173,4,62,4
2838.173,5,64,4
2838.173,7,73,4
2838.173,9,84,5
2838.173,11,80,4
2838.173,13,84,5
2838.173,15,88,5
2838.173,17,89,5
2839.1,0,87,5
2839.1,1,60,4
2839.1,2,43,3
2839.1,3,44,3
2839.1,4,47,3
2839.1,5,45,3
2839.1,6,40,2
2839.1,7,34,2
2839.1,8,41,3
2839.1,9,51,3
2839.1,10,49,3
2839.1,11,32,2
2839.1,12,32,2
2839.1,13,44,3
2843.1,0,41,3
2843.1,1,29,2
2843.1,2,31,2
2843.1,3,46,3
2843.1,4,31,2
2843.1,5,29,2
2843.1,6,14,1
2843.1,7,25,2
2843.1,8,21,2
2843.1,9,27,2
2843.1,10,34,2
2843.1,11,33,2
2843.1,12,29,2
2845.1,0,35,2
2845.1,1,37,2
2845.1,2,38,2
2845.1,3,46,3
2845.1,4,32,2
2845.1,5,49,3
2845.1,6,62,4
2845.1,7,86,5
2845.1,8,82,5
2845.1,9,40,3
2845.1,10,37,2
2845.1,11,54,3
2845.1,12,52,3
2845.1,13,59,3
2845.1,14,55,3
2845.1,15,51,3
2845.1,16,54,3
2845.1,17,49,3
2845.1,18,43,3
2845.1,19,34,2
2845.1,20,40,2
2845.1,21,39,2
2845.1,22,40,3
2845.1,23,42,3
2845.1,24,41,3
2845.5,0,2,1
2845.5,1,18,1
2845.5,2,74,4
2845.5,3,37,2
2845.5,4,28,2
2845.5,5,23,2
2845.5,6,35,2
2845.5,7,39,2
2845.5,8,24,2
2845.5,9,38,2
2845.5,10,20,2
2845.5,11,9,1
2845.5,12,1,1
2845.5,13,6,1
2845.5,14,11,1
2845.5,15,20,2
2845.5,16,28,2
2845.5,17,29,2
2845.5,18,16,1
2845.5,19,4,1
2845.5,20,8,1
2845.5,21,6,1
2845.5,22,7,1
2845.5,23,16,1
2845.5,25,22,2
2845.5,27,18,1
2845.5,29,37,2
2845.5,31,35,2
2845.5,33,43,3
2845.5,35,43,3
2845.5,37,49,3
2845.171,0,58,3
2845.171,1,65,4
2845.171,2,79,4
2845.171,3,96,5
2845.171,4,80,4
2845.171,5,78,4
2845.171,6,96,5
2845.171,7,99,5
2845.171,8,98,5
2845.171,9,88,5
2845.171,10,92,5
2845.171,11,94,5
2845.171,12,97,5
2845.171,13,92,5
2845.171,14,96,5
2845.171,15,91,5
2845.171,16,96,5
2845.171,17,84,5
2845.171,18,93,5
2845.171,19,92,5
2845.171,20,28,2
2845.171,21,94,5
2845.171,22,86,5
2845.171,23,59,3
2845.171,24,92,5
2845.171,25,97,5
2845.171,26,94,5
2845.171,27,99,5
2845.171,28,99,5
2845.171,29,99,5
2845.171,31,70,4
2845.171,33,81,5
2845.171,35,67,4
2845.171,37,68,4
2846.1,0,47,3
2846.1,1,48,3
2846.1,2,56,3
2846.1,3,71,4
2846.1,4,72,4
2846.1,5,77,4
2846.1,6,86,5
2846.1,7,80,4
2846.1,8,80,5
2846.1,9,85,5
2846.1,10,71,4
2846.1,11,72,4
2846.1,12,79,4
2846.1,13,70,4
2846.1,14,87,5
2846.1,15,69,4
2846.1,16,52,3
2846.1,17,93,5
2846.1,18,77,4
2846.1,19,81,5
2846.1,20,80,5
2846.1,21,81,5
2846.1,22,94,5
2846.1,23,86,5
2846.1,24,84,5
2846.1,25,86,5
2846.1,26,89,5
2846.1,27,82,5
2846.1,28,85,5
2846.1,29,94,5
2846.1,31,69,4
2846.1,32,67,4
2846.1,33,20,1
2846.1,34,3,1
2846.1,35,72,4
2846.1,37,62,4
2846.1,39,57,3
2846.1,41,57,3
2846.1,43,62,4
2846.1,45,61,4
2846.1,47,58,3
2846.175,0,33,2
2846.175,1,26,2
2846.175,2,22,2
2846.175,3,14,1
2846.175,4,15,1
2846.175,5,28,2
2846.175,6,27,2
2846.175,7,21,2
2846.175,8,28,2
2846.175,9,52,3
2846.175,10,49,3
2846.175,12,65,4
2846.175,16,43,3
2846.175,18,59,3
2846.175,20,61,4
2847.2,0,55,3
2847.2,1,25,2
2847.2,2,17,1
2847.2,3,4,1
2847.2,4,12,1
2847.2,5,10,1
2847.2,6,18,1
2847.2,7,30,2
2847.2,8,29,2
2847.2,9,52,3
2847.2,10,68,4
2847.2,11,67,4
2847.3,0,15,1
2847.3,1,38,2
2847.3,2,33,2
2847.3,3,45,3
2847.3,4,49,3
2847.3,5,45,3
2847.3,6,47,3
2847.3,7,66,4
2847.3,8,63,4
2847.3,9,60,4
2847.3,10,57,3
2847.3,11,58,3
2847.3,12,63,4
2847.3,13,68,4
2847.3,14,79,4
2847.3,15,81,5
2847.3,16,79,4
2847.3,17,78,4
2847.3,18,78,4
2847.3,19,75,4
2847.3,20,77,4
2847.3,22,72,4
2847.3,23,1,1
2847.3,24,62,4
2847.3,25,72,4
2847.3,26,69,4
2847.3,28,58,3
2847.3,30,65,4
2847.3,32,63,4
2847.3,34,60,3
2847.3,36,53,3
2847.3,38,57,3
2847.3,40,38,2
2847.176,0,55,3
2847.176,2,66,4
2847.176,3,62,4
2847.176,4,77,4
2847.176,6,76,4
2847.176,8,82,5
2847.176,10,60,4
2847.176,12,58,3
2847.176,14,77,4
2847.176,16,75,4
2847.176,18,76,4
2848.1,0,38,2
2848.1,1,32,2
2848.1,2,58,3
2848.1,3,81,5
2848.1,4,68,4
2848.1,5,56,3
2848.1,6,46,3
2848.1,7,38,2
2848.1,8,32,2
2848.1,9,35,2
2848.1,10,45,3
2848.1,11,59,3
2848.1,12,66,4
2848.1,13,80,4
2848.1,14,70,4
2848.1,15,34,2
2848.1,16,17,1
2848.1,17,56,3
2848.1,18,31,2
2848.1,19,31,2
2848.1,20,32,2
2848.1,21,34,2
2848.1,22,30,2
2848.4,0,48,3
2848.4,1,47,3
2848.4,2,55,3
2848.4,3,63,4
2848.4,4,54,3
2848.4,5,73,4
2848.4,6,62,4
2848.4,7,68,4
2848.4,8,67,4
